% Xfiducial, Yfiducial=(  4.280  50.000), ( 95.720  50.000), ( 50.000  95.720), ( 66.256   7.267) mm 
% Sample, x(mm), y(mm), dx(mm), dy(mm), A(fraction), B(fraction), C(fraction), D(fraction), E(fraction), F(fraction), G(fraction), H(fraction), code(0=sample; 1=spectral reference; 2=ABCD control; 3=EFGH control) 
730.0,74.159,49.107,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
731.0,76.191,49.107,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
732.0,78.223,49.107,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
733.0,80.255,49.107,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
734.0,82.287,49.107,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
735.0,84.319,49.107,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
736.0,86.351,49.107,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
737.0,88.383,49.107,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
738.0,90.415,49.107,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
739.0,92.447,49.107,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
740.0,7.103,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
741.0,9.135,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
742.0,11.167,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
743.0,13.199,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
744.0,15.231,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
745.0,17.263,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
746.0,19.295,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
747.0,21.327,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
748.0,23.359,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
749.0,25.391,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
750.0,27.423,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
751.0,29.455,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
752.0,31.487,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
753.0,33.519,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
754.0,35.551,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
755.0,37.583,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
756.0,39.615,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
757.0,41.647,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
758.0,43.679,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
759.0,45.711,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
760.0,47.743,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
761.0,49.775,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
762.0,51.807,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
763.0,53.839,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
764.0,55.871,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
765.0,57.903,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
766.0,59.935,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
767.0,61.967,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
768.0,63.999,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
769.0,66.031,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
770.0,68.063,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
771.0,70.095,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
772.0,72.127,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
773.0,74.159,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
774.0,76.191,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
775.0,78.223,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
776.0,80.255,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
777.0,82.287,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
778.0,84.319,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
779.0,86.351,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
780.0,88.383,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
781.0,90.415,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
782.0,92.447,47.075,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
783.0,7.103,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
784.0,9.135,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
785.0,11.167,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
786.0,13.199,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
787.0,15.231,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
788.0,17.263,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
789.0,19.295,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
790.0,21.327,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
791.0,23.359,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
792.0,25.391,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
793.0,27.423,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
794.0,29.455,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
795.0,31.487,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
796.0,33.519,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
797.0,35.551,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
798.0,37.583,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
799.0,39.615,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
800.0,41.647,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
801.0,43.679,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
802.0,45.711,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
803.0,47.743,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
804.0,49.775,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
805.0,51.807,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
806.0,53.839,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
807.0,55.871,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
808.0,57.903,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
809.0,59.935,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
810.0,61.967,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
811.0,63.999,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
812.0,66.031,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
813.0,68.063,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
814.0,70.095,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
815.0,72.127,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
816.0,74.159,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
817.0,76.191,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
818.0,78.223,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
819.0,80.255,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
820.0,82.287,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
821.0,84.319,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
822.0,86.351,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
823.0,88.383,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
824.0,90.415,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
825.0,92.447,45.043,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
826.0,7.103,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
827.0,9.135,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
828.0,11.167,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
829.0,13.199,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
830.0,15.231,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
831.0,17.263,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
832.0,19.295,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
833.0,21.327,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
834.0,23.359,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
835.0,25.391,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
836.0,27.423,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
837.0,29.455,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
838.0,31.487,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
839.0,33.519,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
840.0,35.551,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
841.0,37.583,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
842.0,39.615,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
843.0,41.647,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
844.0,43.679,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
845.0,45.711,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
846.0,47.743,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
847.0,49.775,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
848.0,51.807,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
849.0,53.839,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
850.0,55.871,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
851.0,57.903,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
852.0,59.935,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
853.0,61.967,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
854.0,63.999,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
855.0,66.031,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
856.0,68.063,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
857.0,70.095,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
858.0,72.127,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
859.0,74.159,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
860.0,76.191,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
861.0,78.223,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
862.0,80.255,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
863.0,82.287,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
864.0,84.319,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
865.0,86.351,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
866.0,88.383,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
867.0,90.415,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
868.0,92.447,43.011,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
869.0,7.103,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
870.0,9.135,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
871.0,11.167,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
872.0,13.199,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
873.0,15.231,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
874.0,17.263,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
875.0,19.295,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
876.0,21.327,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
877.0,23.359,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
878.0,25.391,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
879.0,27.423,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
880.0,29.455,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
881.0,31.487,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
882.0,33.519,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
883.0,35.551,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
884.0,37.583,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
885.0,39.615,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
886.0,41.647,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
887.0,43.679,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
888.0,45.711,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
889.0,47.743,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
890.0,49.775,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
891.0,51.807,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
892.0,53.839,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
893.0,55.871,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
894.0,57.903,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
895.0,59.935,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
896.0,61.967,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
897.0,63.999,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
898.0,66.031,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
899.0,68.063,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
900.0,70.095,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
901.0,72.127,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
902.0,74.159,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
903.0,76.191,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
904.0,78.223,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
905.0,80.255,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
906.0,82.287,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
907.0,84.319,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
908.0,86.351,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
909.0,88.383,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
910.0,90.415,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
911.0,92.447,40.979,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
912.0,7.103,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
913.0,9.135,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
914.0,11.167,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
915.0,13.199,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
916.0,15.231,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
917.0,17.263,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
918.0,19.295,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
919.0,21.327,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
920.0,23.359,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
921.0,25.391,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
922.0,27.423,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
923.0,29.455,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
924.0,31.487,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
925.0,33.519,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
926.0,35.551,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
927.0,37.583,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
928.0,39.615,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
929.0,41.647,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
930.0,43.679,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
931.0,45.711,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
932.0,47.743,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
933.0,49.775,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
934.0,51.807,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
935.0,53.839,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
936.0,55.871,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
937.0,57.903,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
938.0,59.935,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
939.0,61.967,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
940.0,63.999,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
941.0,66.031,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
942.0,68.063,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
943.0,70.095,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
944.0,72.127,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
945.0,74.159,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
946.0,76.191,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
947.0,78.223,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
948.0,80.255,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
949.0,82.287,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
950.0,84.319,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
951.0,86.351,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
952.0,88.383,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
953.0,90.415,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
954.0,92.447,38.947,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
955.0,7.103,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
956.0,9.135,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
957.0,11.167,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
958.0,13.199,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
959.0,15.231,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
960.0,17.263,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
961.0,19.295,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
962.0,21.327,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
963.0,23.359,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
964.0,25.391,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
965.0,27.423,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
966.0,29.455,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
967.0,31.487,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
968.0,33.519,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
969.0,35.551,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.0
970.0,37.583,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
971.0,39.615,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
972.0,41.647,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
973.0,43.679,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
974.0,45.711,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
975.0,47.743,36.915,1.016,1.016,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0
